Datetime,Load
2023-01-01 00:00:00,102.6557043266145
2023-01-01 01:00:00,104.65719295775283
2023-01-01 02:00:00,113.4105762520618
2023-01-01 03:00:00,121.92941846732941
2023-01-01 04:00:00,116.32187476363042
2023-01-01 05:00:00,118.31996530259381
2023-01-01 06:00:00,128.0681976390953
2023-01-01 07:00:00,123.32782373310425
2023-01-01 08:00:00,115.14526970757235
2023-01-01 09:00:00,117.02706940321912
2023-01-01 10:00:00,107.85504509749603
2023-01-01 11:00:00,103.01986569575749
2023-01-01 12:00:00,101.38194491938852
2023-01-01 13:00:00,85.42935143621894
2023-01-01 14:00:00,81.54754439899318
2023-01-01 15:00:00,83.21856029162254
2023-01-01 16:00:00,77.78746988419746
2023-01-01 17:00:00,82.42485369875334
2023-01-01 18:00:00,75.63201318395228
2023-01-01 19:00:00,73.7920985291005
2023-01-01 20:00:00,90.17986933047735
2023-01-01 21:00:00,84.90111643539471
2023-01-01 22:00:00,90.50977458499796
2023-01-01 23:00:00,87.87201172844063
2023-01-02 00:00:00,97.62230249360154
2023-01-02 01:00:00,106.0752099668272
2023-01-02 02:00:00,104.58924822911594
2023-01-02 03:00:00,116.36484183168677
2023-01-02 04:00:00,114.6615307423222
2023-01-02 05:00:00,118.20426389304245
2023-01-02 06:00:00,117.33568305508047
2023-01-02 07:00:00,128.92412356455353
2023-01-02 08:00:00,117.59723806822656
2023-01-02 09:00:00,109.19779709517891
2023-01-02 10:00:00,114.4569406767434
2023-01-02 11:00:00,99.41637876842277
2023-01-02 12:00:00,101.38853409125123
2023-01-02 13:00:00,85.36948459477817
2023-01-02 14:00:00,83.7032858717353
2023-01-02 15:00:00,87.18638667184214
2023-01-02 16:00:00,86.71604094051574
2023-01-02 17:00:00,81.88254099639593
2023-01-02 18:00:00,79.76597470428625
2023-01-02 19:00:00,79.52018111249964
2023-01-02 20:00:00,75.63109808870155
2023-01-02 21:00:00,82.60285945052296
2023-01-02 22:00:00,88.04102226142852
2023-01-02 23:00:00,100.45344634527162
2023-01-03 00:00:00,102.23428812007485
2023-01-03 01:00:00,96.87737679746928
2023-01-03 02:00:00,112.13661651920651
2023-01-03 03:00:00,112.73292089388191
2023-01-03 04:00:00,114.45209474639151
2023-01-03 05:00:00,122.89309464221826
2023-01-03 06:00:00,125.6711942847123
2023-01-03 07:00:00,124.4911137935949
2023-01-03 08:00:00,113.64061713180813
2023-01-03 09:00:00,113.11227041670742
2023-01-03 10:00:00,112.17251382925036
2023-01-03 11:00:00,110.57030320989476
2023-01-03 12:00:00,98.12032548300608
2023-01-03 13:00:00,94.41152088686304
2023-01-03 14:00:00,84.9845218022024
2023-01-03 15:00:00,80.39302792809825
2023-01-03 16:00:00,87.25831770851477
2023-01-03 17:00:00,87.97888028930528
2023-01-03 18:00:00,80.15614606433087
2023-01-03 19:00:00,86.21534463591128
2023-01-03 20:00:00,85.00386872178194
2023-01-03 21:00:00,83.14846227547596
2023-01-03 22:00:00,92.32317469977461
2023-01-03 23:00:00,103.02999860251197
2023-01-04 00:00:00,100.50889407247344
2023-01-04 01:00:00,113.68762344914364
2023-01-04 02:00:00,97.58929874757447
2023-01-04 03:00:00,118.93967241363026
2023-01-04 04:00:00,118.44376768490282
2023-01-04 05:00:00,118.51150404147523
2023-01-04 06:00:00,121.14682815070071
2023-01-04 07:00:00,110.0686962208001
2023-01-04 08:00:00,116.91017290452442
2023-01-04 09:00:00,116.61572274931288
2023-01-04 10:00:00,118.07749449173077
2023-01-04 11:00:00,103.27305407870539
2023-01-04 12:00:00,96.64555625355726
2023-01-04 13:00:00,93.00285814805011
2023-01-04 14:00:00,95.26503485653357
2023-01-04 15:00:00,88.18964419259069
2023-01-04 16:00:00,80.71871517349923
2023-01-04 17:00:00,83.9358449078086
2023-01-04 18:00:00,81.1734120147634
2023-01-04 19:00:00,86.21273269490626
2023-01-04 20:00:00,79.85725072294767
2023-01-04 21:00:00,84.9075779113034
2023-01-04 22:00:00,88.72748350236242
2023-01-04 23:00:00,88.19406862531218
2023-01-05 00:00:00,102.34024937269734
2023-01-05 01:00:00,107.34130525032431
2023-01-05 02:00:00,110.88521527058677
2023-01-05 03:00:00,113.82884794422968
2023-01-05 04:00:00,111.10330235281116
2023-01-05 05:00:00,118.07493789932904
2023-01-05 06:00:00,119.14607540474061
2023-01-05 07:00:00,116.16677816704774
2023-01-05 08:00:00,117.3737275047332
2023-01-05 09:00:00,117.0220378951781
2023-01-05 10:00:00,120.29057749342711
2023-01-05 11:00:00,106.90891795358408
2023-01-05 12:00:00,102.14739994098828
2023-01-05 13:00:00,95.31103750649321
2023-01-05 14:00:00,81.26579191087924
2023-01-05 15:00:00,86.58494298639744
2023-01-05 16:00:00,83.84029096139082
